"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
2,5,5,6,5,5,4,4,2,5,2,2,5,5,3,2,3,3,2,5,4,2,4,5,2,2,5,50,"66094"
2,4,5,3,5,5,2,5,5,6,3,5,5,4,4,5,5,4,5,5,4,2,,6,6,2,,17,"66095"
2,4,6,6,6,5,2,4,2,5,1,1,6,6,6,5,6,5,5,5,6,2,6,6,1,2,5,35,"66096"
1,6,6,6,6,4,4,3,4,6,3,4,6,6,5,2,6,5,6,5,6,1,6,6,2,1,3,28,"66097"
1,6,6,5,6,5,4,5,1,2,2,1,6,6,5,2,3,1,2,2,5,1,6,5,2,2,3,25,"66098"
4,4,5,5,5,1,3,2,4,6,1,4,6,2,6,4,6,4,5,1,5,1,6,6,1,1,5,31,"66102"
1,4,5,6,6,6,6,6,1,1,5,1,6,6,5,1,1,1,6,1,6,1,6,2,5,1,3,22,"66106"
2,4,5,3,4,5,5,5,1,1,3,2,5,4,6,2,2,2,2,1,6,2,4,4,2,1,5,33,"66107"
1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,3,4,4,6,5,2,3,4,4,3,2,4,33,"66108"
2,5,2,4,2,4,5,4,2,3,6,4,1,1,2,1,1,1,5,1,6,2,1,4,1,1,3,58,"66109"
4,4,2,2,2,2,4,2,3,6,2,4,4,2,4,4,4,2,2,2,6,1,6,2,2,1,5,26,"66114"
1,6,6,5,6,6,5,5,1,1,4,4,6,3,5,4,4,2,2,2,6,2,4,6,2,2,1,26,"66115"
1,4,4,5,4,4,4,4,1,2,3,4,4,4,4,3,4,3,3,4,4,3,4,4,4,2,3,30,"66116"
3,5,6,6,6,4,5,5,3,4,4,4,4,5,5,5,6,6,4,6,4,4,5,5,2,2,2,26,"66117"
2,6,6,6,6,6,6,6,4,1,6,4,6,5,5,1,2,1,3,2,6,2,6,4,4,2,5,24,"66119"
4,5,5,6,5,4,2,5,5,6,1,1,5,6,5,3,4,5,3,4,4,6,3,5,4,1,3,51,"66120"
2,6,4,6,5,4,5,6,2,4,4,5,4,5,5,4,5,4,2,5,5,3,4,6,3,2,3,18,"66121"
2,6,5,5,6,5,5,6,2,2,2,2,5,5,6,2,3,2,2,5,5,5,5,6,2,2,4,34,"66122"
1,5,5,6,5,6,5,5,2,2,2,3,4,5,4,1,2,2,2,1,4,3,4,3,2,2,3,20,"66125"
2,5,6,6,6,5,5,6,2,1,2,3,5,5,5,2,2,4,4,2,6,3,6,4,3,2,5,30,"66127"
2,6,6,4,5,6,2,5,4,1,1,1,6,6,6,4,3,2,2,1,6,2,5,6,2,1,1,21,"66135"
2,4,4,4,5,6,2,5,4,1,1,1,5,6,6,4,6,2,2,2,6,2,5,6,2,1,1,21,"66136"
6,6,4,5,4,4,4,6,3,5,6,4,4,5,3,4,4,5,5,3,3,3,3,5,4,1,5,23,"66138"
4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,2,2,5,4,4,5,4,4,5,5,1,5,23,"66139"
6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,1,5,2,1,1,4,5,4,4,4,2,3,21,"66141"
1,6,6,6,5,4,4,4,2,3,3,3,4,5,3,1,2,2,2,2,5,2,4,5,3,2,3,20,"66144"
3,5,5,5,5,5,4,5,2,2,3,4,4,5,3,3,3,4,3,5,4,2,3,5,2,2,2,23,"66150"
2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,2,4,2,4,3,6,1,6,6,1,1,5,37,"66151"
1,5,5,6,5,5,4,2,3,2,1,2,3,6,5,2,4,4,2,2,4,3,4,4,2,2,3,31,"66153"
2,5,5,4,5,4,4,5,2,2,2,2,5,6,6,5,5,5,4,3,5,5,5,6,4,2,3,28,"66156"
4,6,,6,5,6,5,5,1,4,1,1,2,6,5,1,1,1,2,1,5,6,4,1,2,2,3,22,"66157"
4,5,5,5,3,5,5,4,1,1,6,5,4,3,4,3,2,2,2,5,5,2,3,3,1,2,3,18,"66158"
2,5,5,4,6,5,3,6,2,4,4,2,3,1,4,1,1,1,3,2,6,4,4,6,2,2,2,53,"66161"
1,5,5,6,6,6,6,5,2,2,1,5,5,6,6,1,2,4,2,5,5,3,5,5,5,2,3,21,"66163"
2,5,5,6,6,4,,5,1,1,3,2,6,5,6,1,4,3,4,4,5,5,4,5,2,2,3,25,"66164"
1,5,6,6,4,6,5,5,2,4,5,3,4,5,3,1,2,4,3,2,5,2,5,6,1,2,3,36,"66169"
1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,3,3,4,4,1,6,1,4,5,1,2,3,25,"66170"
4,4,4,5,4,3,1,2,5,5,4,5,3,2,3,4,4,5,5,6,6,1,5,6,2,2,1,18,"66171"
2,2,3,2,2,5,4,4,2,2,3,5,4,1,3,2,4,2,4,2,5,1,4,6,1,1,4,38,"66172"
1,6,5,6,4,1,6,6,1,5,4,6,1,1,6,2,5,2,5,4,4,5,5,6,1,2,,61,"66173"
2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,2,2,4,6,1,3,3,5,6,2,1,2,48,"66176"
1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,4,4,2,5,4,4,4,6,2,2,3,20,"66181"
1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,2,2,1,3,1,6,2,4,6,4,1,5,29,"66187"
2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,3,2,2,4,3,4,4,4,2,3,19,"66188"
1,5,4,4,4,4,5,4,1,3,1,4,4,3,5,5,5,4,3,4,,2,5,6,3,2,3,20,"66190"
3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,3,4,4,3,3,6,2,5,6,1,2,3,21,"66191"
1,6,5,6,5,5,5,2,2,4,2,2,4,5,4,1,2,2,2,,6,2,5,6,2,2,3,19,"66195"
4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,5,6,5,3,1,4,4,2,5,4,1,3,31,"66198"
2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,2,2,2,2,3,4,5,4,4,3,1,5,26,"66199"
5,6,,6,6,6,6,6,1,1,6,1,3,5,6,6,6,1,1,1,6,6,4,4,4,1,3,34,"66201"
2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,1,4,1,2,1,5,5,4,6,1,2,3,19,"66204"
2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,1,3,1,1,2,5,3,5,5,5,2,3,19,"66205"
1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,1,2,1,2,4,3,4,2,6,4,2,3,20,"66210"
1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,3,5,4,4,5,1,5,6,1,1,2,34,"66212"
1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,2,3,2,5,3,2,5,4,2,2,3,20,"66215"
2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,5,4,2,6,5,6,1,5,6,2,2,2,28,"66216"
1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,3,4,5,5,2,6,1,4,5,4,1,2,27,"66218"
4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,4,5,4,4,3,5,1,5,5,1,1,5,36,"66219"
4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1,2,1,19,"66224"
1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,2,1,2,1,4,6,3,4,4,1,4,26,"66225"
5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,4,6,5,6,6,4,6,2,6,1,2,2,42,"66227"
4,5,6,6,5,5,5,6,1,4,,4,6,5,5,1,2,4,5,1,5,5,5,6,4,1,5,32,"66231"
1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,1,4,1,1,6,1,5,5,3,2,3,31,"66233"
3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,2,2,1,2,2,4,4,5,4,2,1,3,20,"66234"
5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4,1,3,19,"66237"
1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,1,1,1,1,3,4,3,4,5,2,2,3,19,"66244"
3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,3,4,4,4,4,3,1,4,5,3,1,4,24,"66245"
2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,2,2,3,1,6,2,5,5,3,2,3,19,"66246"
2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,3,5,4,4,4,3,5,3,6,4,2,3,22,"66247"
2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,5,5,5,4,2,6,2,5,4,1,2,5,40,"66251"
4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3,2,3,24,"66253"
1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,2,2,1,4,4,4,4,3,3,2,3,20,"66255"
3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,3,4,5,2,3,3,5,5,2,2,4,31,"66256"
1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,5,4,2,4,5,2,5,5,2,2,3,18,"66257"
2,5,5,6,,5,6,5,1,,2,,5,5,5,4,,4,2,1,5,1,5,5,1,2,3,26,"66259"
2,5,6,5,6,4,5,5,1,2,2,5,4,5,5,1,2,1,2,4,6,5,,6,2,2,3,25,"66264"
5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,3,4,4,3,4,5,2,6,5,2,2,3,19,"66265"
1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,1,1,1,5,1,4,1,5,5,2,2,3,20,"66266"
1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,1,2,1,1,2,4,1,4,6,1,2,3,20,"66271"
2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,4,4,2,3,2,4,4,5,6,2,2,3,20,"66272"
1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2,2,3,34,"66273"
3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,4,4,3,2,5,5,4,6,4,2,2,1,16,"66274"
2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,5,5,4,5,2,6,5,1,2,3,20,"66277"
1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1,2,4,24,"66278"
2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2,2,3,20,"66279"
1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,3,3,1,1,2,5,3,5,4,2,2,3,19,"66281"
3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,6,1,1,6,5,2,6,5,2,1,3,20,"66283"
1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,5,6,6,4,6,4,4,2,5,2,2,3,27,"66286"
4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,6,6,5,6,6,6,1,6,6,2,2,3,21,"66288"
5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,2,5,5,4,4,5,1,5,28,"66289"
1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,4,43,"66291"
1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,2,1,2,1,4,2,5,6,2,1,3,19,"66294"
2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,1,2,3,2,1,6,2,5,5,2,2,4,44,"66295"
1,6,5,6,5,4,4,3,4,5,4,5,4,4,3,3,4,1,2,3,6,2,5,6,2,1,,14,"66297"
1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,3,3,1,3,2,5,4,3,6,2,2,3,18,"66299"
2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,3,4,1,3,4,4,2,3,5,2,2,4,56,"66304"
3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,1,3,2,2,3,4,1,3,4,4,2,2,20,"66306"
1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,1,2,2,2,2,5,4,5,6,3,2,3,19,"66307"
4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,5,5,3,6,5,5,1,6,6,1,1,5,51,"66309"
1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,5,1,2,1,6,1,6,5,2,2,3,25,"66311"
5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,1,2,5,2,2,5,3,5,6,2,2,3,20,"66312"
3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,2,1,1,2,5,3,4,5,3,2,3,19,"66314"
3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,1,1,2,1,4,1,4,5,3,2,,17,"66317"
2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,3,5,5,4,6,4,4,3,6,5,2,3,20,"66318"
3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,3,5,4,2,4,4,4,3,3,2,4,24,"66323"
2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1,2,3,20,"66324"
1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,2,2,2,5,1,6,2,6,6,1,1,5,58,"66325"
2,5,5,6,4,5,5,5,3,2,2,6,2,2,5,1,2,3,2,3,,5,5,5,2,2,3,34,"66326"
2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,2,2,2,3,4,3,4,4,3,2,3,20,"66329"
4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,6,1,5,4,3,6,2,4,5,2,1,3,28,"66331"
1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,1,3,3,3,4,6,1,6,6,1,2,5,25,"66337"
2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3,2,3,30,"66341"
1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,2,1,2,6,2,5,5,1,2,3,49,"66344"
1,5,6,6,5,5,5,5,2,2,3,4,4,2,5,2,,2,4,4,6,1,6,6,1,2,5,26,"66346"
4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,3,5,5,4,4,6,1,6,5,2,2,3,26,"66348"
1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,1,1,1,2,6,5,4,4,1,6,2,3,48,"66349"
2,5,4,4,3,5,3,4,4,4,6,5,3,3,4,2,4,4,2,2,4,2,2,6,1,1,,17,"66357"
2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,3,4,3,1,3,6,2,6,5,2,2,3,22,"66360"
1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1,2,5,45,"66364"
2,5,5,6,4,4,,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17,"66368"
2,5,5,6,4,5,4,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17,"66370"
2,5,5,6,4,5,4,2,3,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17,"66371"
2,5,5,6,4,5,5,2,2,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17,"66372"
2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,3,3,5,6,2,6,3,6,6,1,1,2,22,"66373"
4,6,5,4,5,2,5,4,3,2,4,2,3,5,5,5,4,1,4,2,6,4,5,5,2,1,2,30,"66376"
6,2,5,2,2,4,2,2,4,3,6,6,2,1,4,1,2,2,1,1,6,1,5,6,3,1,3,19,"66381"
2,3,4,3,4,6,5,4,2,2,3,2,5,3,6,4,4,3,2,1,6,1,6,4,1,2,4,34,"66382"
3,5,4,5,2,4,5,2,3,2,4,2,4,4,6,3,4,4,2,2,5,3,4,4,3,1,2,52,"66389"
1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,1,5,1,6,5,6,3,5,6,2,2,3,19,"66391"
1,6,6,2,5,4,5,4,1,1,,1,4,3,6,5,4,1,4,5,4,1,4,6,1,2,3,31,"66392"
2,5,4,5,4,4,4,4,3,4,2,4,4,5,3,4,4,4,4,3,4,2,5,5,2,1,3,21,"66396"
3,6,5,4,5,4,3,5,2,3,1,3,4,4,6,4,4,4,3,4,5,5,6,4,2,1,3,22,"66399"
6,5,5,3,3,5,4,4,1,3,6,4,3,2,2,1,3,4,5,3,5,2,4,5,1,2,3,21,"66402"
1,4,4,2,2,4,3,4,4,6,4,5,2,1,2,5,5,5,5,4,5,3,5,6,2,2,3,19,"66403"
1,6,6,4,4,5,5,5,2,4,4,4,4,4,4,3,4,3,3,3,6,1,5,6,1,2,5,30,"66404"
1,5,6,4,6,3,2,3,4,4,1,1,6,6,5,5,2,4,4,2,6,3,4,5,,2,4,32,"66405"
2,6,4,5,4,6,6,6,3,1,4,1,4,5,5,2,2,1,1,2,6,1,6,5,2,2,3,25,"66406"
2,5,6,6,5,6,6,5,1,1,4,1,5,6,5,2,2,2,1,2,6,3,6,5,4,2,3,18,"66408"
3,6,6,3,5,6,5,4,1,1,1,1,6,5,6,3,4,2,1,1,6,1,6,2,2,2,5,33,"66409"
2,3,4,2,3,3,5,4,4,6,6,4,2,2,4,4,5,5,5,2,5,3,5,5,1,1,4,30,"66410"
2,2,3,5,5,4,2,3,4,5,5,6,1,2,,2,3,2,4,5,6,2,5,6,2,2,4,47,"66413"
5,5,6,6,5,5,6,4,2,3,1,2,5,6,6,4,4,4,3,4,4,4,5,4,2,2,4,27,"66415"
4,4,5,4,5,3,3,3,4,4,6,2,4,5,4,3,4,5,3,2,3,4,3,4,4,2,3,39,"66419"
1,5,5,6,4,4,4,5,2,1,3,3,4,4,4,2,2,5,2,3,5,3,4,5,2,2,3,21,"66421"
1,6,3,3,4,6,3,6,,3,3,2,3,5,4,2,4,5,3,1,4,4,5,6,4,2,3,20,"66425"
3,5,4,6,4,5,5,5,2,2,4,4,4,4,4,3,3,2,4,2,5,2,4,6,3,2,3,20,"66429"
1,6,5,6,5,5,5,5,1,1,6,4,4,5,5,1,4,4,1,2,5,1,5,6,1,2,4,31,"66431"
2,2,5,5,5,5,5,5,2,2,2,2,5,5,4,2,2,2,2,2,4,4,4,4,3,1,3,18,"66434"
1,6,6,6,6,5,6,6,2,3,1,2,4,5,5,5,4,5,3,2,4,3,4,5,2,2,3,29,"66437"
1,6,5,6,5,3,4,4,2,2,2,4,4,3,3,2,2,1,4,3,4,2,4,4,3,2,,16,"66438"
4,5,5,6,6,5,2,5,2,3,1,1,5,5,4,2,2,4,1,1,4,3,3,2,2,2,2,20,"66439"
1,5,5,5,6,1,2,5,5,6,2,1,4,3,1,1,1,1,2,1,5,5,2,2,1,2,3,21,"66440"
2,5,6,6,5,4,4,4,4,4,2,4,3,5,3,1,3,3,3,5,4,3,4,5,1,2,3,20,"66441"
4,4,3,4,5,5,5,2,1,2,4,1,1,5,4,1,1,1,1,3,3,4,4,4,2,2,4,33,"66444"
3,6,6,6,2,3,5,5,2,3,1,2,5,6,5,2,4,2,1,2,5,5,3,4,3,2,3,19,"66445"
5,3,2,4,4,4,6,5,2,2,2,3,5,5,5,5,5,3,2,4,6,3,5,2,3,2,3,20,"66447"
4,5,5,4,5,4,5,5,2,2,2,2,4,4,5,2,2,2,2,2,6,2,4,5,2,2,5,51,"66450"
1,5,6,6,6,2,4,4,1,2,3,1,5,5,5,1,1,1,1,1,4,1,3,5,3,2,3,30,"66451"
3,5,4,4,5,4,3,5,3,3,5,4,4,4,4,3,5,2,2,2,4,2,4,5,2,1,3,20,"66459"
1,5,6,4,5,2,5,4,3,6,4,6,3,2,2,1,3,3,2,2,4,2,4,6,1,1,1,22,"66463"
1,4,5,6,4,4,5,5,5,5,6,5,4,5,3,4,5,3,6,4,6,4,4,4,3,1,1,18,"66464"
1,6,6,5,6,4,4,3,2,4,2,1,6,6,5,1,2,1,3,2,5,2,6,3,1,1,2,34,"66469"
4,4,6,6,5,6,4,4,4,6,1,3,5,5,4,1,2,3,6,2,2,3,3,5,5,1,1,23,"66472"
5,6,5,6,6,5,5,6,4,2,5,5,5,5,5,5,4,4,4,5,5,6,4,6,3,2,3,23,"66474"
1,4,5,3,3,6,6,4,2,6,1,4,4,2,2,3,4,2,6,5,6,6,6,6,3,1,2,29,"66475"
1,6,3,5,6,6,5,6,1,4,4,4,5,4,2,4,5,6,2,4,5,1,5,6,1,2,3,21,"66476"
1,5,5,6,6,5,5,4,1,2,3,1,4,5,4,1,2,1,2,2,4,5,4,5,4,2,4,24,"66483"
1,6,6,6,6,1,5,6,3,4,4,1,5,5,6,1,1,1,1,1,6,4,5,5,2,2,3,50,"66484"
4,5,4,6,5,4,6,5,1,1,2,3,4,6,5,1,1,1,1,1,5,1,6,3,3,2,3,24,"66485"
1,6,6,6,5,5,,5,1,2,3,2,3,3,2,2,2,1,2,4,3,2,5,6,1,2,3,42,"66486"
2,5,2,1,2,,5,4,1,6,3,5,2,3,5,1,5,5,2,1,4,3,2,2,4,2,1,25,"66487"
6,5,5,4,5,6,4,5,4,5,3,5,4,5,4,4,5,6,4,5,6,1,5,,1,2,2,26,"66488"
2,5,5,5,6,4,4,5,4,4,4,4,4,5,4,3,2,4,3,4,4,6,2,4,4,2,3,19,"66491"
2,5,5,6,4,2,2,4,3,2,3,3,2,4,4,2,2,2,3,4,3,2,4,4,2,2,3,39,"66492"
2,4,2,6,4,3,5,5,3,4,1,3,4,5,6,4,5,3,4,6,4,4,4,5,3,2,1,18,"66493"
1,6,6,6,6,6,6,4,1,4,1,2,5,6,5,2,3,3,2,4,5,3,4,5,1,2,5,42,"66495"
2,4,5,5,6,6,4,4,2,4,5,4,2,3,2,1,2,2,2,5,2,5,2,5,2,2,5,40,"66496"
3,4,5,5,3,4,5,5,3,3,5,2,2,6,2,3,2,3,4,2,3,5,3,4,3,2,1,20,"66497"
1,5,5,5,6,3,5,2,2,4,3,2,3,5,3,2,2,2,3,4,4,4,4,4,4,2,3,57,"66498"
2,2,2,4,1,5,5,5,2,3,4,5,3,2,4,3,5,2,2,4,6,2,3,6,1,1,3,19,"66499"
2,2,1,6,4,6,6,6,1,1,5,5,3,1,2,4,5,2,4,4,4,1,1,6,1,2,3,26,"66500"
1,6,5,6,4,5,5,5,1,2,3,3,3,4,4,2,3,3,1,2,6,2,4,5,2,2,3,22,"66501"
1,5,6,6,5,6,4,6,4,2,3,3,3,5,6,2,1,1,1,6,4,1,5,5,4,2,3,19,"66503"
3,4,4,2,5,6,6,4,2,5,2,2,5,2,5,6,5,6,6,6,5,6,4,6,5,2,2,29,"66504"
2,3,5,4,5,5,4,5,2,3,2,2,6,6,6,3,4,2,2,1,5,2,4,6,2,1,3,21,"66506"
4,4,2,5,3,6,6,6,1,2,5,3,4,4,2,2,2,1,1,1,3,5,3,5,4,1,3,18,"66507"
1,6,6,6,6,6,1,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,5,2,1,2,3,63,"66509"
1,6,5,6,4,6,5,5,2,4,2,6,2,3,5,1,4,4,4,3,5,3,6,6,1,2,4,25,"66511"
2,6,5,6,5,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,2,6,5,3,2,4,25,"66512"
2,,6,4,6,5,3,5,1,1,1,1,4,6,5,1,4,1,1,2,5,3,5,5,3,1,3,23,"66513"
2,5,3,6,3,4,3,3,5,4,6,6,3,3,1,1,2,3,4,1,4,2,4,5,2,2,,17,"66514"
2,4,4,5,5,6,6,5,2,4,3,4,3,2,5,4,5,5,6,5,5,2,4,6,1,2,4,48,"66517"
4,5,6,4,5,3,1,3,1,2,1,2,5,6,4,4,2,2,3,1,5,6,2,6,1,1,3,20,"66520"
3,5,4,6,5,5,5,4,2,3,1,1,4,6,5,3,3,5,2,3,5,4,5,5,3,2,3,19,"66522"
4,4,5,4,5,5,5,5,3,5,2,5,4,5,4,4,5,5,4,5,2,4,3,6,4,2,3,37,"66525"
1,5,6,5,4,5,5,4,1,3,2,2,3,5,5,2,2,2,1,4,3,4,4,4,2,2,3,20,"66526"
2,5,4,3,5,4,2,5,2,2,2,2,4,6,5,2,2,1,2,2,3,3,4,3,4,1,3,20,"66528"
1,4,4,5,6,6,5,6,1,1,2,2,6,5,5,2,4,3,1,4,6,1,6,6,1,2,3,33,"66529"
3,5,4,4,2,3,4,6,3,3,1,3,3,4,5,2,4,1,1,3,5,4,4,2,3,2,3,20,"66531"
3,4,4,5,3,5,5,5,3,3,3,4,5,4,5,3,3,4,4,4,5,3,5,4,3,1,3,18,"66532"
2,6,5,3,6,5,6,4,5,4,4,5,3,3,2,2,2,3,3,6,5,3,5,6,1,2,1,18,"66533"
2,6,4,6,4,5,5,5,4,6,3,4,4,4,5,4,4,2,2,2,5,5,5,4,4,2,3,20,"66534"
3,4,3,6,4,3,3,5,3,2,,4,3,3,6,3,2,3,2,5,6,2,6,6,2,2,4,36,"66538"
1,6,6,6,6,6,4,6,1,2,1,2,2,6,3,1,1,1,1,2,4,4,4,6,6,2,3,23,"66540"
2,4,3,2,4,5,5,5,3,5,4,4,4,2,5,4,4,5,5,4,5,3,4,6,3,1,3,25,"66545"
6,,,,4,6,,,,4,,4,,6,,,4,6,,,,4,,6,,1,,17,"66546"
2,5,6,6,6,5,5,5,4,4,1,1,5,6,5,1,1,1,1,3,5,5,5,5,1,2,3,48,"66549"
1,5,5,5,5,5,5,4,2,4,6,2,4,5,5,1,4,2,5,3,6,1,5,6,3,2,1,44,"66550"
2,5,5,2,5,5,5,4,3,3,2,3,3,3,5,2,4,2,4,3,4,3,4,5,3,2,1,46,"66551"
1,4,6,6,2,6,6,3,2,1,6,6,3,2,2,2,3,2,6,6,6,2,3,6,3,1,3,19,"66552"
4,6,5,6,6,4,5,6,1,1,2,2,5,5,2,2,2,6,3,1,6,1,4,3,4,2,3,23,"66553"
6,1,1,6,1,6,5,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,3,23,"66554"
3,5,,4,4,4,4,5,3,4,6,4,,2,4,2,3,2,3,2,4,3,4,4,4,1,2,20,"66560"
1,6,6,6,6,6,5,5,1,4,1,1,2,5,6,6,6,5,4,1,6,1,6,6,1,1,4,56,"66562"
4,6,2,2,4,5,4,4,2,4,2,,5,4,6,5,5,6,4,2,5,2,5,5,2,2,5,28,"66563"
1,4,4,1,6,5,4,4,4,6,1,1,4,6,6,5,6,4,6,6,5,1,6,2,4,2,1,17,"66564"
3,4,3,1,4,2,2,1,4,5,4,5,1,2,5,4,4,3,6,5,6,1,6,6,1,1,4,22,"66566"
5,4,5,6,3,4,5,6,2,1,1,3,3,5,6,4,6,4,4,4,6,6,6,3,4,2,5,25,"66568"
2,4,6,4,6,5,5,4,1,2,2,1,6,5,6,1,2,2,1,1,6,1,6,5,1,2,4,44,"66569"
4,4,4,4,4,4,5,4,4,5,2,4,5,4,4,3,5,3,3,4,4,5,4,5,3,1,3,36,"66570"
5,5,4,6,4,3,5,5,3,1,6,3,4,5,2,1,1,1,1,2,5,1,4,5,1,1,4,36,"66572"
4,4,3,4,2,3,3,4,5,5,3,5,4,4,5,5,5,4,5,5,4,4,4,6,4,1,3,26,"66574"
6,6,6,6,6,6,4,1,2,1,1,1,6,6,6,6,6,6,1,4,6,1,6,3,1,2,3,27,"66575"
1,6,5,5,5,3,4,6,4,5,1,5,4,5,4,5,5,5,6,6,5,4,4,5,2,1,4,27,"66576"
1,5,4,5,2,4,4,4,1,4,2,5,1,4,4,5,5,4,5,4,5,2,5,5,1,2,3,24,"66582"
1,4,4,2,2,5,3,6,2,6,5,6,1,1,1,5,6,6,5,6,5,5,4,6,2,2,5,33,"66583"
2,5,4,6,4,4,3,5,3,4,3,5,3,3,4,2,4,2,3,5,2,4,4,4,5,2,3,19,"66585"
1,6,6,6,5,4,6,6,1,3,4,4,5,4,6,2,2,2,,5,6,4,5,5,2,2,3,45,"66588"
